sid,testname,testcode,price
1391,IHC - MUC 5AC,LDA10103,1650
1392,IHC - Mum-1,LDA10099,1650
1393,IHC - Myogenin,LDA10033,1650
1394,IHC - Napsin,LDA10088,1650
1395,IHC - NSE,LDA10061,1650
1396,IHC - Oct 3 /4,LDA10084,1650
1397,IHC - p53,LDA10005,1650
1398,IHC - p63,LDA10095,1650
1399,IHC - Pan CK (Pan Cytokeratin),LDA10027,1650
1400,IHC - PAX-5,LDA10093,1650
1401,IHC - PLAP,LDA10044,1650
1402,IHC - PMS-2,LDA10092,1650
1403,IHC - PR (Progesterone Receptor),LDA10002,1650
1404,IHC - PSA,LDA10035,1650
1405,IHC - RCC (Renal Cell Carcinoma),LDA10068,1650
1406,IHC - S100,LDA10054,1650
1407,IHC - Single,LDA10075,1650
1408,IHC - LDAA,LDA10034,1650
1409,IHC - LDAall Cell Lymphoma Panel,LDA10054,5050
1410,IHC - Synaptophysin,LDA10059,1650
1411,IHC - TdT,LDA10053,1650
1412,IHC - Thyroglobulin,LDA10040,1650
1413,IHC - TTF - 1,LDA10041,1650
1414,IHC - Uroplakin II,LDA10065,1650
1415,IHC - Vimentin,LDA10055,1650
1416,IHC - WT - 1,LDA10081,1650
1417,IHC Final Diagnosis Panel,LDA10100,6500
1418,IHC Marker - Oct 2,LDA10102,1650
1419,"Imatinib resistance mutation
analysis (IRMA) CML Quest",LDA10067,9100
1420,Imerslund-Gräsbeck syndrome gene panel,LDA10307,43000
1421,"Immunofixation Electrophoresis, Quantitative Serum",LDA10132,8500
1422,"Immunofixation Electrophoresis, Urine",LDA10133,10300
1423,Immunoglobulin IgA,LDA10289,550
1424,Immunoglobulin IgE,LDA10473,730
1425,Immunoglobulin IgG,LDA10288,550
1426,"Immunoglobulin IgG, CLDA",LDA10110,1820
1427,Immunoglobulin IgM,LDA10287,550
1428,Immunoglobulin Profile,LDA10061,1580
1429,ImuLife Bronze,LDA10251,19180
1430,ImuLife Bronze Plus,LDA10252,20210
1431,ImuLife Gold,LDA10255,37150
1432,ImuLife Gold Plus,LDA10256,44650
1433,ImuLife Silver,LDA10253,30410
1434,ImuLife Silver Plus,LDA10254,31150
1435,ImuPro Basic 90 trigger food items,LDA10438,25000
1436,"ImuPro Complete 270 trigger food
items",LDA10436,43500
1437,"ImuPro Screen+ 44 trigger food
items",LDA10439,15000
1438,Imupro Vegetarian Diet,LDA10458,25000
1439,"ImuProBasic+ 180 trigger food
items",LDA10437,35000
1440,Individual Allergy Marker for Fish,LDA10271,1650
1441,"Individual Marker ALTERNARIA ALTERNATA/TENIUS in-house
allergen",LDA10262,1800
1442,"Individual Marker ALDAergillus
Fumigatus",LDA10263,1800
1443,Individual Marker Candida Albicans,LDA10264,1800
1444,Individual Marker Cat Epithelium,LDA10265,1800
1445,Individual Marker Chicken,LDA10266,1800
1446,Individual Marker Cockroach,LDA10267,1800
1447,Individual Marker Cow Dander,LDA10268,1800
1448,Individual Marker Dog Dander,LDA10269,1800
1449,Individual Marker Egg White,LDA10270,1800
1450,Individual Marker Horse Dander,LDA10273,1800
1451,Individual Marker House Dust,LDA10274,1800
1452,Individual Marker Milk,LDA10275,1800
1453,Individual Marker Mug Wort,LDA10277,1800
1454,Individual Marker Olive,LDA10278,1800
1455,Individual Marker Peanut,LDA10279,1800
1456,"Individual Marker Penicillium
Notatum",LDA10280,1800
1457,Individual Marker Rice,LDA10281,1800
1458,Individual Marker ShLDAp (Prawn),LDA10282,1800
1459,Individual Marker Soyabean,LDA10283,1800
1460,Individual Marker Wheat,LDA10284,1800
1461,Individual Marker white Pine,LDA10285,1650
1462,"Infectious mononucleosis test
(Heterophilic antibodies- MonoLDAot test)",LDA10053,1600
1463,Infertility AssesLDAent Profile,LDA10189,2990
1464,Infertility AssesLDAent Profile Comprehensive,LDA10203,6220
1465,Inhibin  (IHC Marker),LDA10043,1650
1466,Inhibin A (Maternal Marker),LDA10121,1040
1467,Inhibin A (Reproductive Marker),LDA10489,1040
1468,Inhibin B,LDA10112,2790
1469,Insulin (Fasting),LDA10061,730
1470,Insulin (PP) -Insulin Post Prandial,LDA10062,730
1471,"Insulin, Free (Bioactive)",LDA10465,3800
1472,Int_1p & 19q co deletion,LDAI10034,12650
1473,Int_DPD Mutation Analysis,LDA10136,11900
1474,"Int_Extended RAS Reflex Panel (exons 2,3,4 of KRAS & NRAS)",LDA10135,17050
1475,"Int_Extended RAS Testing (exons 2,3,4 of KRAS & NRAS)",LDA10134,19250
1476,"Int_KRAS Mutation Analysis (exons 2,3,4)",LDA10132,9900
1477,"Int_N-RAS Mutation Analysis (exons 2,3,4)",LDA10133,11550
1478,INTERLUEKIN-6,LDA10310,3390
1479,International BCR-ABL Quantitation,LDA10167,6900
1480,Intervertebral Disc - Histopathology LDAall,LDA10047,750
1481,Intestinal Resection - Histopathology large,LDA10007,1800
1482,Inv16 Qualitative RTPCR,LDA10008,4250
1483,"Irinotecan Toxicity Genotyping
(UGT1A1)",LDA10271,6600
1484,IRMA CML Quest,LDA10067,9100
1485,"Iron Studies, Basic",LDA10009,600
1486,"Iron Studies, Comprehensive",LDA10010,1200
1487,"Iron, Serum",LDA10075,400
1488,IS BCR-ABL Quantitation,LDA10167,6900
1489,Islet Cell Antibody,LDA10254,2530
1490,Itraconazol level in blood,LDA10223,12000
1491,JAK 2 Mutation Analysis (Exon 14),LDA10005,5900
1492,JAK2 Exon 12 mutations,LDA10076,6050
1493,Jak2 Reflex panel,LDA10101,8250
1494,JC/BK Virus,LDA10062,7700
1495,Jo-1 Antibody,LDA10197,1820
1496,Kallmann syndrome gene panel,LDA10302,43000
1497,"Kappa & Lambda Light Chains
(Free),Urine",LDA10055,8470
1498,Kappa Light Chain (IHC Marker),LDA10051,1650
1499,"Kappa Light Chain, B-Cell Markers, Flowcytometry",LDA10018,1850
1500,"Kappa, Free Light Chain",LDA10061,7700
1501,"Kappa/Lambda, Ratio",LDA10063,7700
1502,Ketone,LDA10005,80
1503,Ki - 67   (IHC Marker),LDA10004,1650
1504,Kidney Biopsy - Histopathology,LDA10058,1550
1505,Kidney Function Test (KFT),LDA10002,600
1506,"Kidney Function Test (KFT) Extended / Renal Function Test
Extended",LDA10141,790
1507,Kidney Stone Analysis,LDA10185,1400
1508,"KIT Mutation Analysis - Systemic
Mastocytosis",LDA10195,9500
1509,KIT Mutation Analysis- Melanoma,LDA10187,9500
1510,"KRAS Mutation Analysis (exons 2,3,4)",LDA10128,7500
1511,K-RAS Testing by ARMS PCR,LDA10209,7450
1512,Lactate,LDA10109,1450
1513,"Lactate,CLDA",LDA10114,1450
1514,Lambda Light Chain (IHC Marker),LDA10052,1650
1515,"Lambda Light Chain, B-Cell Markers, Flowcytometry",LDA10019,1850
1516,"Lambda, Free Light Chain",LDA10062,8470
1517,Large - Histopathology,LDA10015,1800
1518,Large Bone Resection - Histopathology,LDA10103,2400
1519,Large Cell Lymphoma Panel (IHC Marker),LDA10053,5750
1520,Large Cyst - Histopathology,LDA10003,1800
1521,Large LDAecimen - Histopathology,LDA10001,1800
1522,Large with blocks - Histopathology,LDA10014,1950
1523,Laryngeal swab - AFB Culture Rapid,LDAI10188,1000
1524,Larynx - Histopathology LDAall,LDA10050,750
1525,LBC / Liquid Based Cytology,LDA10018,950
1526,LBC Reflex to HR HPV,LDA101113,1650
1527,LBx Multiorgan Somatic Mutation panel,LDA10399,"1,50,000"
1528,"LC 1 Antibody Liver Cytosolic
Antigen Type 1",LDA10399,4000
1529,"LDH, (Serum Lactate
Dehydrogenase serum)",LDA10062,350
1530,"LDH, Fluid (Lactic dehydrogenase
Fluid)",LDA10151,370
1531,LE cell Phenomenon,LDA10050,350
1532,"Lead, 24 Hrs. Urine",LDA10151,2180
1533,"Lead, Blood",LDA10146,2180
1534,"Legionella Pneumophila IgG
Antibodies",LDA10373,3000
1535,"Legionella Pneumophila IgM
Antibodies",LDA10374,3000
1536,Legionella Pneumophila  Antibody,LDA10375,5000
1537,"Leishmania  Antibodies (KALA
AZAR)",LDA10021,1820
1538,LeptoLDAira IgG & IgM,LDA10040,2660
1539,LeptoLDAira IgG Antibody,LDA10015,1820
1540,LeptoLDAira IgM Antibody,LDA10016,1820
1541,"Leucocyte Adhesion Deficiency (LAD
I&II)",LDA10058,6000
1542,Leukaemia Cytochemistry Panel,LDA10053,1090
1543,"Leukaemia Lymphoma
comprehensive panel",LDA10088,12100
1544,Leukaemia Orientation panel,LDA10089,7150
1545,Levofloxacin AFB Sensitivity,LDAI10255,3000
1546,LH (Luteinizing Hormone),LDA10050,500
1547,"LH / FSH Ratio (Luteinizing Hormone & Follicle Stimulating
Hormone)",LDA10051,880
1548,Limb-girdle muscular dystrophy,LDA10458,14000
1549,Lipase,LDA10061,550
1550,Lipase - Fluid,LDA10156,490
1551,Lipid Profile (Basic),LDA10062,600
1552,Lipid Profile (Extended),LDA10063,3250
1553,Lipid Profile with LDL Direct,LDA10064,970
1554,Lipoprotein (a) - LPA,LDA10032,1390
1555,Liquid Based Cytology,LDA10018,950
1556,Liquid Biopsy Panel for Lung Cancer- 11 gene,LDA10414,60000
1557,Liquid Bx. Cell Free BRAF,LDA10356,"14,000"
1558,Liquid Bx. Cell Free Comprehensive Colon Cancer Panel,LDA10353,30000
1559,Liquid Bx. Cell Free KRAS,LDA10355,"14,000"
1560,Liquid Bx. Cell Free PAN RAS,LDA10354,"25,000"
1561,Liquid Bx.EGFR Cell Free DNA / Circulating tumor,LDA10290,12600
1562,"LITHIUM DRUG ASSAY, Serum",LDA10007,370
1563,Liver Abscess ALDAirate Examination,LDA10137,240
1564,Liver Biopsy - Histopathology,LDA10057,1550
1565,Liver Function Test (LFT),LDA10001,660
1566,"LKM Antibody In Dilutions, IFA (Liver Kidney Microsomal antibody
In Dilutions, IFA)",LDA10250,2180
1567,Low Density Lipoprotein Cholesterol (Direct) - LDL (Direct),LDA10035,350
1568,Lung Abscess TAP (CT Guided),LDA10138,730
1569,Lung Cancer LBx (NGS only) - Blood,LDA10397,75000
1570,Lung Cancer LBx panel + PDL1 - Blood,LDA10396,85000
1571,"Lung Cancer-Targeted Gene Panel with Rearrangement, Tumor",LDA10389,200000
1572,"Lung MSI (unstable) plus Tumor
Mutation Burden (TMB)",LDA10417,65000
1573,Lupus Anticoagulant (dRVVT),LDA10066,1940
1574,"Lupus Erythematosus Panel (SLE
Panel)",LDA10255,9390
1575,"LYME (Borrelia Burgdorferi IgG &
IgM)",LDA10324,3850
1576,LYME DISEASE (Borrelia Burgdorferi IgG),LDA10306,2250
1577,LYME DISEASE (Borrelia Burgdorferi IgM),LDA10323,2250
1578,Lymph node - Histopathology (large biopsy),LDA10008,1800
1579,Lymph node - Histopathology (medium biopsy),LDA10096,1200
1580,Lymph node block dissection - Histopathology radical,LDA10113,2400
1581,Lymphoma Comprehensive & Karyotype Combo,LDA10091,14400
1582,Lymphoma Diagnostic Panel (Flowcytometry),LDA10072,11200
1583,Lymphoma Panel by FISH,LDAI10065,12000
1584,"LYMPHOMA/LEUKEMIA-
comprehensive gene panel for AML
, MDS , ALL & CLL",LDA10413,45000
1585,Lysozyme (Muramidase),LDA10228,7000
1586,"MAG Antibodies Demyelinating
disorders",LDA10493,5600
1587,Magnesium,LDA10065,400
1588,"Magnesium, 24Hrs.Urine",LDA10019,600
1589,"Magnesium, Random Urine",LDA10059,600
1590,"Malaria Antigen
(P.Vivax/Falciparum)",LDA10024,600
1591,Male Infertility Panel,LDA10204,3740
1592,MammaPrint + BluePrint Combination,LDA10242,220000
1593,MammaPrint Assay,LDA10364,165000
1594,Mantoux Test,LDA10165,200
1595,"Marfan’s syndrome (FBN1) gene
analysis",LDA10298,43000
1596,Mass <5 cm - Histopathology LDAall,LDA10054,750
1597,Mastectomy - Histopathology radical,LDA10101,2400
1598,MDM2 GENE AMPLIFICATION BY FIS,LDAI10051,10000
1599,MDS evaluation panel,LDA10106,12000
1600,MDS prognostication and risk stratification gene panel,LDA10450,22000
1601,Meckel Gruber syndrome gene panel,LDA10313,43000
1602,Medium LDAecimen - Histopathology,LDA10094,1200
1603,Medium with blocks - Histopathology,LDA10093,1200
1604,"Medullary Thyroid Carcinoma
Mutation Detection (MEN2 mutation)",LDA10292,15750
1605,"Melanoma Mutation Panel, (BRAF+
c-KIT)",LDA10173,15000
1606,"MELAS (MITOCHONDRIAL ENCEPHALOPATHY & LACTIC ACIDOSIS WITH STROKE LIKE
SYNDROME",LDA10390,11100
1607,Melatonin,LDA10494,6300
1608,MET gene Amplification by FISH,LDAI10022,9900
1609,Metabolic screen (Basic)-4 conditions,LDA10198,1210
1610,"Metabolic screen -111 conditions
urine",LDA10201,4290
1611,"Metabolic screen -119 conditions
urine",LDA10202,6160
1612,Metabolic screen- TMS (47 disorders),LDA10214,3250
1613,"Metabolic screen TMS + 6 + Hb ( CH, CAH, G6PD, CF, Galactosemia, Biotinidase, Sickle Cell Disease, Sickle Cell trait, Hb variants, B
thalassemia)",LDA10216,5890
1614,"Metabolic screen TMS + 6  (CH, CAH, G6PD, CF, Galactosemia and
Biotinidase)",LDA10215,4790
1615,Metabolic screen-11 conditions,LDA10200,2750
1616,Metabolic screen-7 conditions,LDA10199,1850
1617,Metanephrine-Free PlaLDAa,LDA10394,5000
1618,"Metanephrines, 24 Hrs. Urine",LDA10026,2700
1619,"Methadone Screen, Urine",LDA10019,4240
1620,Methotrexate level,LDA10171,3000
1621,Methyl Malonic Acid,LDA10201,2400
1622,"MGMT Methylation Test-
Glioblastoma",LDA10106,12500
1623,"Microalbumin Creatinine Ratio,
Random Urine",LDA10072,500
1624,"Microalbumin, 24Hrs.Urine",LDA10032,500
1625,"Microphotograph Surgical
Pathology",LDA101120,150
1626,Microsatellite Instability HNPCC Studies,LDA10276,18000
1627,Miscellaneous - AFB Culture Rapid,LDAI10198,1000
1628,Miscellaneous - Culture & Sensitivity Aerobic (Conventional),LDAI10025,650
1629,"Miscellaneous Culture & Sensitivity Anaerobic (Conventional) -
Miscellaneous",LDAI10083,1050
1630,MLH-1  (IHC Marker),LDA10089,1650
1631,MLL Gene Break apart Rearrangement,LDAI10006,4500
1632,MOC 31 (IHC Marker),LDA10109,1650
1633,Modified ZN staining for Nocardia,LDAI10235,150
1634,MOTT DIFFERENTIATION,LDA10036,6000
1635,MPL Mutation Analysis,LDA10178,7700
1636,MPN Molecular Panel,LDA10219,17000
1637,MPO (IHC Marker),LDA10032,1650
1638,MSH-2 (IHC Marker),LDA10090,1650
1639,MSH-6 (IHC Marker),LDA10091,1650
1640,MSI by Immunohistochemistry  (IHC Marker),LDA10097,5500
1641,MTHFR Mutation Detection,LDA10049,2750
1642,"MTHFR Mutations C677T / A1298C
Mutations",LDA10482,9000
1643,MUC 2 IHC marker,LDA10108,1650
1644,MUC 5AC (IHC Marker),LDA10103,1650
1645,Muc-1 (IHC Marker),LDA10100,1650
1646,"Multiple Myeloma FISH on enriched
PlaLDAa cells",LDAI10062,10500
1647,Multiple Myeloma MRD panel,LDA10107,11500
1648,"Multiple Myeloma Panel
(Flowcytometry)",LDA10074,5150
1649,Mum-1  (IHC Marker),LDA10099,1650
1650,Mumps IgG Antibody,LDA10019,2180
1651,Mumps IgM Antibody,LDA10020,2180
1652,Mumps Virus Antibody Panel,LDA10034,4240
1653,Muscular Dystrophy & Congenital Myopathy,LDA10415,21000
1654,"Musk Antibody Muscle LDAecific
Kinase Antibody",LDA10326,9100
1655,My Risk,LDA10362,310000
1656,"MycoplaLDAa Pneumoniae IgG
Antibody",LDA10043,3030
1657,"MycoplaLDAa Pneumoniae IgM
Antibody",LDA10044,3030
1658,"MYD88, Mutation Analysis",LDA10377,5000
1659,Myogenin (IHC Marker),LDA10033,1650
1660,"Myoglobin, Serum",LDA10106,6050
1661,"Myoglobin, Urine",LDA10107,1200
1662,Myositis Profile 11 antigens,LDA10481,12000
1663,Myotonic dystrophy type 1,LDA10428,24000
1664,"Myotonic dystrophy type 1, GENE DMPK",LDA10339,16600
1665,"Myotonic dystrophy type 2, GENE CNBP",LDA10340,16600
1666,"Nail For Fungus Exam., KOH
Preparation",LDAI10164,350
1667,Nails - Fungus Culture,LDAI10161,1000
1668,Napsin  (IHC Marker),LDA10088,1650
1669,Nasal Polyp - Histopathology LDAall,LDA10034,750
1670,Nasal Swab - Culture & Sensitivity Aerobic (Conventional),LDAI10012,650
1671,Nasal Swab -Fungus Culture,LDAI10153,1000
1672,Neonatal  and Adult  Cholestasis,LDA10295,55000
1673,Nephrectomy - Histopathology large,LDA10006,1800
1674,Nephrectomy for Cancer - Histopathology radical,LDA10105,2400
1675,Neuro Oncology Panel,LDA10388,220000
1676,Neuroblastoma Profile,LDA10027,14520
1677,"Neuronal Antibody Profile or Paraneoplastic panel by
Immunoblot",LDA10108,8400
1678,"NGAL (NEUTROPHIL GELATINASE –
ASSOCIATED LIPOCALIN), URINE",LDA10483,10000
1679,NGS Cancer HotLDAot 50 gene Panel,LDA10284,33500
1680,NGS Comprehensive Lung Panel,LDA10468,41000
1681,NGS Lung Plus Panel,LDA10124,40000
1682,"Nickle, Random urine",LDA10186,4050
1683,"Nickle, serum",LDA10184,4050
1684,Niemann-Pick disease gene panel,LDA10310,30000
1685,Nipple Discharge for Malignant Cells,LDA10012,550
1686,NMDA (N-METHYL D ALDAARATE),LDA10366,9000
1687,"NMDA Receptor Antibody (NR1), CLDA",LDA10431,9000
1688,N-myc Gene amplification by FISH,LDAI10041,10000
1689,Non Tumorous Thyroid - Histopathology large,LDA10004,1800
1690,"Non tumourous intestinal resection
- Histopathology large",LDA10018,1800
1691,Non-invasive Pre-natal test (NIPT),LDA10455,18000
1692,Noonan syndrome gene panel,LDA10473,35000
1693,NPM 1 (Exon 12) Mutation Analysis,LDA10089,3050
1694,"NRAS Mutation Analysis (exons 2,3,4)",LDA10129,9350
1695,NRAS TESTING BY ARMS PCR,LDA10430,6000
1696,NSCLC  (Non-LDAall cell lung cancer) Panel:2,LDA10030,17000
1697,NSCLC (Non-LDAall cell lung cancer) Panel:1,LDA10029,15500
1698,NSCLC Express Panel 7,LDA10466,55000
1699,NSCLC Panel 3,LDA10217,20500
1700,NSCLC Panel 4,LDA10218,20500
1701,NSCLC Panel 5,LDA10123,36000
1702,NSCLC Panel 8,LDA10469,38000
1703,NSE (IHC Marker),LDA10061,1650
1704,NSE (Neuron LDAecific Enolase),LDA10186,4240
1705,NT-pro BNP,LDA10307,2900
1706,Obesity Gene Profile,LDA10120,6750
1707,Obesity Package,LDA10186,1270
1708,Oct 2 (IHC Marker),LDA10102,1650
1709,Oct 3 /4 (IHC Marker),LDA10084,1650
1710,Ocular Fluid - AFB Culture Rapid,LDAI10183,1000
1711,Ocular Fluid - Culture & Sensitivity Aerobic (Automated),LDAI10052,1050
1712,Ocular Fluid - Culture & Sensitivity Aerobic (Conventional),LDAI10007,650
1713,Ocular Fluid - Culture & Sensitivity Anaerobic (Conventional),LDAI10078,1050
1714,Ocular Fluid - Fungus Culture,LDAI10142,1000
1715,Oesophagus - Histopathology LDAall,LDA10039,750
1716,"Oligoclonal Bands, CLDA",LDA10135,5800
1717,Omega 3 & 6 Fatty Acid,LDA10095,8050
1718,Omentum - Histopathology LDAall,LDA10040,750
1719,Oncomine Focus Assay,LDA10454,55000
1720,"Oncomine Lung Cancer Mutation
and Fusion Panel",LDA10424,50500
1721,OncoSelect ctDNA for EGFR T790M and C797S,LDA10434,22000
1722,"Opiates Screen, Urine",LDA10008,740
1723,Oral Scrappings For Candida,LDA10166,220
1724,Orchidectomy for Cancer - Histopathology  radical,LDA10108,2400
1725,Organic Acid Qualitative Urine LDAot,LDA10214,2400
1726,OLDAlality,LDA10187,880
1727,"OLDAlality, Random Urine",LDA10097,880
1728,OLDAtic (LDA's) Fragility Test,LDA10052,850
1729,Osteocalcin,LDA10188,3870
1730,OSTEOPOROSIS  MONITORING (TOTAL P1NP),LDA10092,2100
1731,OT-LDAECIMEN - Culture  Aerobic (Conventional),LDAI10037,650
1732,"Ovarian Antibody, AOA",LDA10445,4200
1733,Ovarian Cancer Panel,LDA10183,3200
1734,Ovarian Cyst - Histopathology medium,LDA10082,1200
1735,Ovarian Cyst Fluid for Cytology,LDA10024,550
1736,Ovarian Tumor Resection - Histopathology radical,LDA10104,2400
1737,Ovarian Tumors - Histopathology radical,LDA10115,2400
1738,"Oxalate, 24 Hrs. Urine",LDA10035,2420
1739,Oxcarbazepine Metabolite of oxcarbamazepine,LDA10201,5000
1740,P - ANCA,LDA10192,1820
1741,p53 (IHC Marker),LDA10005,1650
1742,p63,LDA10095,1650
1743,PALB2 Gene for Breast Cancer,LDA10231,66500
1744,Pan CK (Pan Cytokeratin),LDA10027,1650
1745,pANCA by ELISA,LDA10352,1760
1746,pANCA by IFA,LDA10353,1760
1747,PanCA Monitor Test,LDA10393,22500
1748,"p-ANCA, c-ANCA- combo test by LIA",LDA10253,2420
1749,Panfungal Detection & Identification Panel,LDA10265,18200
1750,"Panorama (NIPT) for Twins/Egg
Donor/Surrogate Pregnancy",LDA10382,40000
1751,PAP LDAear Conventional,LDA10013,550
1752,PAPP - A,LDA10109,2130
1753,Paracetamol (Acetaminophen),LDA10009,1820
1754,Partial thyroid - Histopathology medium,LDA10085,1200
1755,Parvovirus B19 IgG Antibodies,LDA10036,3630
1756,"Parvovirus B19 IgM & IgG
Antibodies, Serum",LDA10038,6050
1757,Parvovirus B19 IgM Antibodies,LDA10037,3630
1758,PAX-5  (IHC Marker),LDA10093,1650
1759,PCOD Profile Extended,LDA10205,4030
1760,PCR for Chlamydia,LDA10056,4600
1761,"PCV, Body Fluid (Packed Cell Volume, Body Fluid)",LDA10152,100
1762,PCV+Hemoglobin (Hb),LDA10015,190
1763,"PD - L1 Lung Ventana, IHC",LDA10142,17500
1764,PDGFRA Gene Rearrangement by FISH,LDAI10066,4500
1765,"PDGFRa Mutation Analysis in
Blocks",LDA10176,9000
1766,PDGFRB Gene Rearrangement by FISH,LDAI10067,4500
1767,PDL - 1 by Dako,LDA10134,26200
1768,PD-L1 (Clone LDA263) by IHC,LDA10143,6400
1769,Pericardial Fluid - AFB Culture Rapid,LDAI10181,1000
1770,Pericardial Fluid - Culture & Sensitivity Aerobic (Automated),LDAI10050,1050
1771,Pericardial Fluid - Culture & Sensitivity Aerobic (Conventional),LDAI10005,650
1772,"Pericardial Fluid - Culture &
Sensitivity Anaerobic (Conventional)",LDAI10076,1050
1773,Pericardial Fluid Examination,LDA10139,500
1774,Pericardial Fluid for Malignant Cells,LDA10003,550
1775,Pericardial Fluid -Fungus Culture,LDAI10139,1000
1776,Peripheral Blood LDAear,LDA10022,200
1777,Peritoneal Fluid - Culture & Sensitivity Aerobic (Automated),LDAI10049,1050
1778,Peritoneal Fluid - Culture & Sensitivity Aerobic (Conventional),LDAI10004,650
1779,"Peritoneal Fluid - Culture & Sensitivity Anaerobic
(Conventional)",LDAI10075,1050
1780,Peritoneal Fluid Examination,LDA10134,500
1781,"pH, Urine",LDA10094,110
1782,"Phadiatop IgE,",LDA10355,1430
1783,"Phencyclidine Screen, Urine",LDA10010,730
1784,Phenobarbitone (Luminal/Gardenal) Assay,LDA10012,1210
1785,Phenobarbitone Screen Urine,LDA10022,740
1786,Phenytoin (Dilantin/Eptoin/Epsolin),LDA10011,1360
1787,Pheochromocytoma Profile,LDA10016,18150
1788,"PhoLDAholipase A2 Receptor
Antibody (PLA2R),Quantitative",LDA10480,6500
1789,"PhoLDAholipid Antibodies (IgG&
IgM)",LDA10220,1580
1790,"PhoLDAholipid Antibody, IgG",LDA10221,1100
1791,"PhoLDAholipid Antibody, IgM",LDA10222,1100
1792,PhoLDAholipid Syndrome Panel,LDA10002,4240
1793,PhoLDAhorus,LDA10060,150
1794,"PhoLDAhorus, 24Hrs.Urine",LDA10012,250
1795,"PhoLDAhorus, Random Urine",LDA10061,250
1796,"PhoLDAhorus-Inorganic, Serum",LDA10187,350
1797,"PhoLDAhorus-Inorganic, Urine 24Hrs",LDA10207,350
1798,"PhoLDAhorus-Inorganic, Urine
LDAot/Random",LDA10208,350
1799,PIK3CA Gene Mutation,LDA10139,7250
1800,Pilonidal Sinus - Histopathology medium,LDA10079,1200
1801,PIVKA-II,LDA10308,4900
1802,Placenta - Histopathology medium,LDA10083,1200
1803,PlaLDAa Renin Activity,LDA10189,5000
1804,Platelet Antibody,LDA10408,10000
1805,Platelet Count,LDA10018,130
1806,Pleural Fluid - AFB Culture Rapid,LDAI10179,1000
1807,Pleural Fluid - Culture & Sensitivity Aerobic (Automated),LDAI10048,1050
1808,Pleural Fluid - Culture & Sensitivity Aerobic (Conventional),LDAI10003,650
1809,Pleural Fluid - Culture & Sensitivity Anaerobic (Conventional) -,LDAI10074,1050
1810,Pleural Fluid - Fungus Culture,LDAI10138,1000
1811,Pleural Fluid Exam. for Malignant Cells,LDA10002,550
1812,Pleural Fluid Examination,LDA10127,500
1813,Pleural Fluid For Amylase,LDA10129,550
1814,PMS-2 (IHC Marker),LDA10092,1650
1815,"PNH Comprehensive Work Up
(Flowcytometry)",LDA10084,4850
1816,"PNH Diagnostic Panel (PolymoLDAhs)
(Flowcytometry)",LDA10071,3050
1817,"PNH Diagnostic Panel(LDAs)
(Flowcytometry)",LDA10070,3050
1818,PNH With  Flear  (Flowcytometry),LDA10083,3650
1819,"Polycystic kidney disease gene
panel (ALDAKD PKHD1/ADPKD PKD1 & PKD2)",LDA10314,38500
1820,Polycystic Ovarian disorder(PCOD) profile,LDA10175,1870
1821,"PoLDAhobililnogen, quantitative, 24hrs Urine",LDA10085,4900
1822,"POLDAHYRINS TOTAL, 24 Hour Urine
(quantitative) Recommended test for PoLDAhyrias
and Lead Poisoning.",LDA10033,6200
1823,Posaconazole quantitative,LDA10227,24000
1824,Positive Select Lung test,LDA10462,42000
1825,Potassium,LDA10057,150
1826,"Potassium, 24Hrs.Urine",LDA10036,200
1827,"Potassium, Body Fluid",LDA10153,220
1828,"Potassium, Random Urine",LDA10062,200
1829,PR (Progesterone Receptor)    (IHC Marker),LDA10002,1650
1830,Prader Willi Syndrome by MS-PCR,LDA10338,16000
1831,"Pregnancy Test, Urine or bHCG,
Urine",LDA10084,170
1832,Pregnenolone,LDA10229,9100
1833,Prenatal Chromosomal Microarray Analysis (CMA),LDA10249,36000
1834,PLDAary immunodeficiency gene panel - By NGS,LDA10459,30000
1835,PLDAary immunodeficiency screening panel,LDA10097,6600
1836,"Procalcitonin, Semi-quantitative
serum",LDA10341,3030
1837,Procalcitonin,LDA10413,3630
1838,Products of Conception - Histopathology medium,LDA10092,1200
1839,Progesterone,LDA10057,500
1840,Prolactin,LDA10052,500
1841,Prolactin (Manual),LDA10147,1650
1842,Prolaris,LDA10346,300000
1843,Propoxyphene,LDA10020,740
1844,Prostate - TULDA chips - Histopathology medium,LDA10086,1200
1845,Prostate Cancer Test,LDA10394,22500
1846,Prostate enucleation - Histopathology large,LDA10016,1800
1847,Prostate LDAecific Antigen Profile,LDA10206,1500
1848,Prostatic Fluid Exam for Malignant Cells,LDA10006,550
1849,Protein C and Protein S functional Assay,LDA10504,9350
1850,Protein C-Functional Assay,LDA10096,5170
1851,"Protein Creatinine Ratio, Random
Urine",LDA10073,490
1852,Protein Electrophoresis,LDA10130,850
1853,"Protein Electrophoresis, 24Hr.Urine",LDA10131,3650
1854,"Protein Electrophoresis, CLDA",LDA10138,5800
1855,Protein electrophoresis reflex to IFE,LDA10208,3300
1856,Protein S-Functional Assay,LDA10099,4290
1857,Protein Total,LDA10039,160
1858,Protein Total Body Fluids,LDA10014,220
1859,"Protein Total, CLDA",LDA10115,220
1860,"Protein, 24Hrs.Urine",LDA10030,220
1861,"Protein, Random Urine",LDA10063,220
1862,Prothrombin Gene Mutation,LDA10175,2750
